"{40., 2., 28.99373068678817, 0, 0, 0, -0.8814325755823256, -1., 0, 0, -1., -1., 0, 0, -1., 0, 0, -1., 0, 0, -1., 0.6, 0, 0, -1.313027028792428, 1, 1, 4.4645205100481355, 5, 1, -4.27402123573836, 0, 0, 5.323486266315882, 1, 0, -2.173395387879701, 1, 2, 38.88132002590185, 14.253436445309754, 726, 5}"
"{40., 2., 1.2372988906332694, 0, 0, 0, -0.7374399418955293, -1., 0, 0, -1., -1., 0, 0, -1., 0, 0, -1., 0, 0, -1., 0.6, 0, 0, -0.9956183025825478, 2, 0, -2.2537022664441047, 1, 1, -2.6220700227363274, 4, 0, 1.519458292924142, 1, 0, -3.928662106779461, 1, 1, 36.83600981439335, 15.763860228246207, 790, 4}"
"{40., 2., 16.773462387429262, 0, 0, 0, -0.8642958709670517, -1., 0, 0, -1., -1., 0, 0, -1., 0, 0, -1., 0, 0, -1., 0.6, 0, 0, -2.3496752149599303, 5, 1, 4.956931754472635, 0, 1, -3.2848767770302008, 6, 0, -0.7641283834248149, 5, 0, -3.65557076095185, 1, 2, 37.03176533979591, 17.08585766261737, 724, 4}"
"{40., 2., 64.50820425356193, 0, 0, 0, -0.5298437773364351, -1., 0, 0, -1., -1., 0, 0, -1., 0, 0, -1., 0, 0, -1., 0.6, 0, 0, -2.2695856393946894, 3, 1, -4.480291100866896, 4, 0, 3.4078377067245995, 2, 0, -3.000130431095519, 0, 0, -0.8357262559877014, 1, 1, 38.81203195000353, 14.45735743817039, 652, 4}"
"{40., 2., 83.7008139956404, 0, 0, 0, -0.5439893485422065, -1., 0, 0, -1., -1., 0, 0, -1., 0, 0, -1., 0, 0, -1., 0.6, 0, 0, 2.2054825346528357, 4, 0, -5.360495875725263, 4, 0, -0.02264270423568604, 6, 0, -1.2333385484242037, 2, 1, -4.101131039532024, 1, 1, 34.83467018950098, 22.065087999001303, 702, 4}"
"{40., 2., 43.49054550343317, 0, 0, 0, -0.8283860747553728, -1., 0, 0, -1., -1., 0, 0, -1., 0, 0, -1., 0, 0, -1., 0.6, 0, 0, 0.9572232764107742, 6, 0, -1.0215610323872824, 5, 1, -1.28090680498374, 4, 0, -4.9925778031782, 2, 0, -5.071766104526954, 1, 1, 38.132371145105495, 17.01715371993004, 664, 4}"
"{40., 2., 36.84433128036069, 0, 0, 0, -0.5134377519176757, -1., 0, 0, -1., -1., 0, 0, -1., 0, 0, -1., 0, 0, -1., 0.6, 0, 0, 1.7151912326435195, 5, 1, -4.558686640773075, 0, 0, -0.4666857632062893, 4, 1, -4.7957000862256685, 1, 0, -4.418145827983171, 1, 2, 37.13756863271484, 14.247668712273823, 703, 5}"
"{40., 2., 86.42642613098297, 0, 0, 0, -0.766412901353613, -1., 0, 0, -1., -1., 0, 0, -1., 0, 0, -1., 0, 0, -1., 0.6, 0, 0, 0.046020623586349174, 4, 0, 3.7898301662022824, 5, 1, -5.998457555273905, 1, 1, -0.8276364043083433, 4, 1, -3.824152214313308, 1, 0, 39.573686056118326, 16.78807945174608, 612, 4}"
"{40., 2., 51.38358088729203, 0, 0, 0, -0.5748620832591863, -1., 0, 0, -1., -1., 0, 0, -1., 0, 0, -1., 0, 0, -1., 0.6, 0, 0, -1.3686334608180708, 4, 1, 4.358139645908729, 3, 1, -5.113960205189672, 1, 1, -4.32020042876238, 6, 0, 5.0990095072841015, 1, 0, 33.532817786453045, 24.854683036304053, 763, 4}"
"{40., 2., 33.52616057676741, 0, 0, 0, -0.648591106168007, -1., 0, 0, -1., -1., 0, 0, -1., 0, 0, -1., 0, 0, -1., 0.6, 0, 0, 1.8448742173289947, 6, 0, -5.459952508612787, 2, 0, 2.2686188666796454, 6, 1, -2.905944141700134, 1, 1, -2.518247631161337, 1, 2, 33.48147501197729, 17.701628152312047, 666, 5}"
"{40., 2., 55.72954107746048, 0, 0, 0, -0.8695335104058284, -1., 0, 0, -1., -1., 0, 0, -1., 0, 0, -1., 0, 0, -1., 0.6, 0, 0, 0.9686787147344127, 0, 1, -2.9393522630715605, 1, 0, -0.8188111100624695, 0, 1, -1.0420922911955088, 5, 0, 4.128132221951816, 1, 1, 37.28227358568854, 17.874341174026604, 657, 4}"
